Vendor Name,Vendor Overview,Product Name,Product Description,Legal Functionality,Functionality Sub-Category,Main problem solved,Primary User Segment,Maturity Entry Level,Regions Served,AI Powered,AI Platform Type,Hosting Location,Pricing Model,Demo / Proof of Concept Available,Adoption Level,Ease of Purchase,Deployment Model,Industry Focus,Languages Supported,HQ,Office Locations,Hosting Provider,ISO Certifications,Security & Compliance Certifications,Approx. Price Range (AUD),Customer Reviews,Customer Feedback Rating,Vendor Website,Vendor Contact Details,popularity_score,google_trends_score
SurePath AI,"SurePath AI is a SaaS platform that governs any GenAI solutions you build, adopt, or buy—even Shadow AI.",SurePath AI,"SurePath AI helps organizations manage and secure their GenAI usage by providing visibility, mitigating risks, and enabling safe adoption. It offers features like audit trails, access control, and insights into user activity.","Compliance, Risk & Governance",,"The platform addresses the governance challenges associated with GenAI, including data leaks and security gaps.",Corporate legal,Advanced,,Yes,,,Custom Pricing,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.surepath.ai/,,41.5,3.537037037037037
Syllo,Syllo is a legal tech company focused on providing an AI-powered litigation workspace for lawyers and paralegals.,Syllo,"Syllo is an AI-powered litigation workspace that enables lawyers and paralegals to safely harness the power of language models throughout the litigation life cycle. It enhances command and control of cases, providing faster insights and responses.","Litigation, Disputes & Investigations",,Overcoming the immense scope and intricate details of complex litigations.,Litigators,Advanced,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://syllo.ai/,,41.0,10.296296296296296
SyntheticJuror,SyntheticJuror specializes in predicting juror behavior and providing insights to enhance legal strategies.,SyntheticJuror.ai,"SyntheticJuror.ai offers AI-driven jury simulation and predictive juror analytics to help legal teams prepare for cases with confidence. The platform transforms data into actionable insights, allowing users to anticipate juror behavior and craft compelling narratives.","Litigation, Disputes & Investigations",,Unpredictable jury verdicts and case preparation uncertainty.,Corporate legal,Advanced,,Yes,AI-driven analytics,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.syntheticjuror.ai/,,41.5,0.0
Syntracts,"Syntracts is a legal AI engine designed to understand contracts with precision and security, built from the ground up for legal work.",Syntracts,"Syntracts is an API-first infrastructure layer that extracts structured, usable data from contracts, improving existing AI tools and systems. It is purpose-built for legal precision, ensuring that legal obligations and terms are accurately interpreted.",Contracting & Document Automation,,Syntracts addresses the risks associated with misinterpretation of legal clauses and ensures compliance by providing structured outputs from contracts.,Corporate legal,Advanced,,Yes,,,,,,,On-Premise,,,,,,,,,,,https://blog.syntracts.com/the-legal-ai-engine-built-to-actually-understand-contracts/,,40.5,3.703703703703704
The Precedent,The Precedent offers precision legal research tools designed for modern legal practitioners.,The Precedent,"The Precedent provides advanced legal research capabilities that enhance the efficiency and accuracy of legal practitioners. It aims to streamline the research process, allowing users to focus on delivering high-quality legal services.",Legal Research & Knowledge,,,Corporate legal,,,Yes,,,,,,,Cloud (SaaS),,,,,,,,,,,https://theprecedent.ai/,,19.5,54.81481481481482
Theo AI,Theo AI uses predictive analytics to deliver clarity and confidence in every legal decision.,Theo AI,Theo AI helps legal teams predict case outcomes and provides insights to resolve cases faster. It uses extensive datasets and AI to improve analysis and reduce litigation costs.,"Litigation, Disputes & Investigations",,Helps legal teams predict case outcomes and manage litigation more efficiently.,General Counsel,Advanced,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,"SOC-2, GDPR",,,,https://theoai.ai/,,41.5,56.2962962962963
ThoughtRiver,ThoughtRiver enhances legal operations with an AI-driven platform designed for precision and efficiency in contract review processes.,ThoughtRiver,"ThoughtRiver streamlines contract review with AI, allowing for fast and accurate identification of risks, clause edits, and opportunities unique to businesses. The platform is built on over 9 years of legal training, providing deep insights and real-time analytics.",Contracting & Document Automation,,Fast and accurate contract review processes.,Corporate legal,Advanced,,Yes,"Contract review, analysis and workflows",,,Yes,,,Cloud (SaaS),,,,,,ISO 27001,,,,,https://www.thoughtriver.com,,42.0,1.851851851851852
TimeSentry,TimeSentry is an AI-powered time tracking and billing software designed to automate the time tracking and billing process for firms.,TimeSentry,"TimeSentry automates timesheets, invoices, and reports using AI, allowing professionals to focus on their tasks while effortlessly tracking time. It is built on modern frameworks with a focus on reliability and performance.","Compliance, Risk & Governance",,Automates time tracking and billing processes to save time and reduce administrative burdens.,Corporate legal,Enterprise-grade,,Yes,Cloud-based LLMs or self-hosted LLMs,,Subscription (SaaS),,,,Cloud (SaaS),,,,,,,,$10K–$50K,,,https://timesentry.ai/,,47.0,0.0
Tower,Tower is a secure AI-powered VDR that lawyers and M&A teams use to build deal-ready data rooms and run diligence in minutes.,Tower,"Tower acts as the one source of truth for request lists, allowing teams to collaborate in real-time and automate the organization of data rooms. It integrates with existing data sources and uses AI to analyze documents, providing detailed insights and deliverables.","Compliance, Risk & Governance",,"Tower eliminates the administrative overhead of managing request lists and organizing documents, streamlining the due diligence process.",Corporate legal,Advanced,,Yes,Legal AI,,Custom Pricing,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.withtower.com/,,42.0,84.42592592592592
Trellis,Trellis.Law is a legal research and analytics platform that harnesses AI-driven insights and predictive analytics to enhance legal practice.,Trellis AI,Trellis AI is an advanced data and AI platform designed to streamline litigation workflows for attorneys. It provides powerful insights and actionable intelligence by leveraging a vast database of case records.,Legal Operations & Analytics,,"Trellis AI simplifies workflows for busy attorneys, reducing the need for constant context-switching between tools and tasks.",Attorneys and legal professionals,Advanced,,Yes,"Large language models, including OpenAI and Anthropic",,,Yes,,,Cloud (SaaS),,,,,,,SOC 2,,,,https://trellis.law/features/ai,,42.0,47.18518518518518
TrialKit,TrialKit is a powerful legal tool that streamlines trial preparation and builds stronger defense strategies through AI-driven insights.,TrialKit,"TrialKit simplifies discovery review, saves time on data management, and streamlines case preparation. It offers a secure cloud environment and scalable data management to handle large volumes of discovery materials.","Litigation, Disputes & Investigations",,Streamlining the discovery process and improving case preparation efficiency.,Defense Attorneys,Advanced,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.trialkit.ai/,,41.0,2.740740740740741
TrialView,"TrialView is an AI powered platform for litigators, trusted by leading law firms, courts, and tribunals.",TrialView,"TrialView is an AI litigation software that revolutionizes and streamlines dispute resolution practices. It allows users to organize, prepare, and present their cases efficiently, leveraging AI to enhance trial preparation and evidence presentation.","Litigation, Disputes & Investigations",,Streamlining the litigation workflow and enhancing trial preparation.,Corporate legal,Advanced,UK and Ireland,Yes,AI litigation software,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.trialview.com/,,42.0,1.851851851851852
Unplex,"Unplex is an advanced AI-driven legal automation platform designed to streamline workflows, enhance accuracy, and boost efficiency for legal professionals.",Unplex,"Unplex is designed to automate, analyze, and act on legal workflows in a secure environment. It connects all legal data and tools into a single intelligent workspace, allowing for efficient management of documents and collaboration.",Contracting & Document Automation,,Streamlining legal workflows and enhancing efficiency for legal professionals.,Legal and regulatory teams,Quick Win,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,"GDPR, FINMA Compliant, BGFA & BRAO Compliant",,,,https://www.unplex.ai/,,33.5,41.16666666666666
Unwildered,"Unwildered provides AI-powered legal information and drafting services, making legal assistance accessible and affordable. Their platform offers quick answers and document drafts for various legal matters.",Caira,"Caira is an AI-powered tool that provides answers and drafts for legal inquiries in family, real estate, criminal, and commercial law. It is available 24/7 and aims to save users time and legal fees.",AI Legal Assistants & Productivity Tools,,"Provides quick and relevant legal information and document drafting, reducing the need for traditional legal consultations.",Corporate legal,Quick Win,USA,Yes,,,Subscription (SaaS),Yes,,,Cloud (SaaS),,,,,,,,$10K–$50K,,,https://www.unwildered.com,,34.5,3.537037037037037
Vallor AI,Vallor's AI-powered platform automates procurement contracts for leading enterprises.,,"Vallor's AI-powered contract management platform automates tasks, optimizes contracts, and empowers data-driven decisions—maximizing value effortlessly. It allows users to review, redline, and extract value from contracts in minutes.",Contracting & Document Automation,,"Automates procurement workflows and contract management, freeing teams from administrative work.",Corporate legal,Enterprise-grade,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,"SOC 2 Type 2, GDPR",,,,https://vallor.ai/,,46.0,6.851851851851852
Vals AI,"Vals AI specializes in evaluating and benchmarking language models across various industries, including law. They provide insights into the performance of AI models in legal research and other tasks.",,,Legal Research & Knowledge,,,Corporate legal,,,Yes,,,,,,,,,,,,,,,,,,https://www.vals.ai/home,,18.0,22.444444444444443
Veritone,"Veritone is a technology company that specializes in AI-driven solutions for various industries, including law enforcement and legal services.",Veritone Redact,"Veritone Redact is an intelligent solution that automates the redaction of sensitive information within audio, video, and image-based evidence. It helps agencies save time and costs while ensuring compliance with privacy laws.","Compliance, Risk & Governance",,"Automates the redaction process of sensitive information in audio and video evidence, reducing the time and resources required for manual redaction.",Law enforcement agencies,Advanced,,Yes,,,,,,,Cloud (SaaS),,,,,,,CJIS compliance,,,,https://www.veritone.com/applications/redact/,,41.0,25.40740740740741
Vesence,"Vesence provides AI agents designed for law firms, enhancing the review process of emails, documents, and projects within Microsoft Office.",Vesence for Outlook,Vesence for Outlook reimagines email drafting and reviewing by utilizing AI agents that can cross-check attachments and analyze complex threads. It also offers AI-powered suggestions for drafting and redlining documents in Word.,AI Legal Assistants & Productivity Tools,,Enhances the accuracy and efficiency of document and email reviews in legal workflows.,Corporate legal,Advanced,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,SOC 2,,,,https://www.vesence.com/,,41.5,3.351851851851852
Volody,"Volody provides AI-powered Contract Lifecycle Management (CLM) solutions designed specifically for legal departments, enhancing efficiency and compliance.",Volody CLM,"Volody CLM automates contract reviews, redlining, and risk analysis, allowing legal teams to save significant time and streamline their contract lifecycle. The platform offers intelligent workflows and predictive analytics to ensure compliance and reduce liability.",Contracting & Document Automation,,Inefficient contract management processes and compliance tracking.,Corporate legal,Advanced,,Yes,"Intelligent contract analysis, automated risk assessment, predictive compliance monitoring",,Custom Pricing,,,,Cloud (SaaS),,,,,,,,,,,https://www.volody.com/solutions/department/legal,,41.5,10.333333333333334
Warrant,Warrant is an AI Marketing Compliance and Employee Advocacy Platform designed to streamline marketing compliance and automate approvals for teams in regulated industries.,Warrant Reach and Warrant OS,"Warrant offers two products that work together to enhance compliance and content generation. Warrant Reach focuses on employee advocacy, while Warrant OS streamlines marketing approvals and compliance checks.","Compliance, Risk & Governance",,Warrant helps teams publish compliant content faster and reduces the time taken for marketing approvals.,"Marketing & Revenue Teams, Legal & Compliance Teams",Advanced,"Financial services, insurance, healthcare, tech, and regulated industries",Yes,AI marketing compliance agent,,Subscription (SaaS),,,,Cloud (SaaS),,,,,,,"Compliance checks (FTC, SEC, FDA)",<$10K,,,https://www.hellowarrant.com/,,43.0,54.25925925925926
Wequity,"Wequity helps law firms, in‑house legal professionals, and notarial practices unlock, implement, and scale AI through expert workshops, bespoke pilots, and an always‑on helpdesk.",,,AI Legal Assistants & Productivity Tools,,"Facilitating the adoption of AI in legal practices while ensuring confidentiality, data security, and risk management.",Corporate legal,Quick Win,Europe & beyond,Yes,,,,,,,Cloud (SaaS),,,,,,ISO,"GDPR, SOC",,,,https://www.wequity.ai/,,36.0,3.2222222222222223
Wexler,"Wexler offers advanced AI-driven solutions for eDiscovery, document review, and litigation support services.",Wexler,"Wexler is an AI-powered platform designed for complex disputes, enabling users to extract, analyze, and verify facts efficiently. It enhances dispute resolution processes by providing accurate and timely insights.","Litigation, Disputes & Investigations",,Streamlining legal processes and enhancing dispute resolution with AI technology.,Corporate legal,Advanced,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,ISO 27001,SOC 2 Type II,,,,https://www.wexler.ai/,,42.0,47.68518518518518
Wilson AI,Wilson AI provides legal technology solutions that enhance document management and contract negotiation processes for legal teams.,Wilson AI,"Wilson AI automates document redlining, key term extractions, and contract inquiries, enabling legal teams to work more efficiently. It offers rapid, trustworthy answers to contract questions and helps negotiate contracts significantly faster.",Contracting & Document Automation,,"Reduces time spent on routine reviews and drafting, allowing legal teams to focus on higher-value strategic work.",Corporate legal,Advanced,,Yes,,,Subscription (SaaS),Yes,,,Cloud (SaaS),,Multiple languages,,,,,,$10K–$50K,,,https://www.getwilson.ai/,,42.5,36.87037037037037
Wisetax,"Wisetax offers an AI-powered platform designed to optimize tax strategies for users, helping them save time and money.",WiseTax,"WiseTax uses advanced AI to analyze financial data and provide personalized tax strategies. The platform ensures users never miss a deduction or credit, simplifying tax planning.",,,Optimizing tax strategies and maximizing savings.,,,,Yes,,,,,,,Cloud (SaaS),,,,,,,,,,,https://www.wisetax.ai/,,19.0,2.6666666666666665
Wordsmith AI,"Wordsmith AI is built for confidential data, providing secure analysis of sensitive contracts and complex agreements.",Wordsmith,"Wordsmith helps legal teams instantly service other teams with contract reviews, template drafts, and policy guidance. It enhances legal document workflows by automating routine tasks and ensuring consistency.",Contracting & Document Automation,,Eliminating request backlogs and gaining control of legal team time.,In-house legal teams,Advanced,,Yes,Legal AI assistant,,,Yes,,,Cloud (SaaS),,30+ language translation,,,,,,,,,https://www.wordsmith.ai/,,42.0,29.25925925925926
Xapien,Xapien provides an AI-powered due diligence platform that enables fast and accurate research on individuals and companies globally.,Xapien,"Xapien's platform conducts comprehensive risk research on third parties, delivering insights in minutes rather than days. It integrates seamlessly into existing workflows, allowing businesses to manage risks effectively while maintaining speed.","Compliance, Risk & Governance",,"Traditional due diligence processes are slow and often provide incomplete information, which Xapien addresses by delivering thorough insights quickly.",Legal Operations Professionals,Enterprise-grade,,Yes,Cutting-edge AI,,Custom Pricing,Yes,,,Cloud (SaaS),,Multilingual capabilities,,,,,,,,,https://www.xapien.com,,47.5,17.74074074074074
XpressDox,"XpressDox is a powerful document automation software tailored for mid to large law firms, driving increased productivity and enhanced accuracy.",XpressDox,XpressDox is advanced document automation software designed to transform the way legal professionals work by automating routine processes and ensuring error-free document generation. It integrates seamlessly with existing systems to enhance workflows and improve client service.,Contracting & Document Automation,,"Eliminates repetitive drafting and formatting tasks, allowing legal professionals to focus on higher-value activities.",Corporate legal,Advanced,,Yes,,,Subscription (SaaS),Yes,,,Cloud (SaaS),,,,,,,,$10K–$50K,,,https://www.xpressdox.com,,42.0,2.0
Zeno,"Zeno turns legal information into actionable insight, streamlining research and contract analysis for modern legal teams.",Zeno,"Zeno is an AI-native workspace designed for legal work, optimizing the legal advice process by offering informed suggestions based on current laws and helping lawyers manage complex client matters efficiently.",Contracting & Document Automation,,"Zeno helps legal teams streamline research and document analysis, ensuring efficient handling of complex client matters and due diligence.",Corporate legal,Advanced,European Union,Yes,,,Subscription (SaaS),Yes,,,Cloud (SaaS),,English,,,,,GDPR,,,,https://zeno.law/,,46.0,81.42592592592592
askLisa,askLisa is a legal management platform designed to enhance productivity and streamline operations within legal departments.,askLisa,"The platform allows teams to manage consultations, data, and workflows efficiently. It integrates with Microsoft Teams and Slack for seamless communication and task management.","Matter, Workflow & Intake Management",,Eliminates repetitive tasks and improves team productivity through integrated management tools.,Corporate legal,Quick Win,,No,,,,,,,Cloud (SaaS),,,,,,,,,,,https://www.asklisa.com.br/,,17.5,0.0
ayora,ayora empowers law firms to adapt to the GenAI era by turning their matter and time data into a valuable business asset.,ayora,"ayora enables legal and business teams to make better commercial decisions with their own data through AI-powered tools. It offers features like matter pricing agents, predictive financial analytics, and data enrichment for improved decision-making.",Legal Operations & Analytics,,Improving matter pricing accuracy and tracking budget overruns through data-driven insights.,Corporate legal,Enterprise-grade,,Yes,LLM agents,,,Yes,,,Cloud (SaaS),,,,,,ISO-certified,,,,,https://www.ayora.ai/,,47.0,52.888888888888886
esumry,"eSumry.com is the leading AI-powered deposition summary tool for legal professionals. It streamlines workflows with accurate, concise summaries delivered in minutes.",esumry,"esumry provides litigation professionals with tools to quickly create focused deposition summaries and drill into case details with a real-time AI-powered platform. It integrates AI and cutting-edge language models for real-time analysis, summarization, and digesting depositions.","Litigation, Disputes & Investigations",,Streamlining pretrial preparation and enhancing case efficiency through accurate deposition summaries.,Corporate legal,Advanced,,Yes,,,Subscription (SaaS),Yes,,,Cloud (SaaS),,,,,,,SOC 2,,,,https://www.esumry.com/,,42.0,0.0
fileread,Fileread is an AI-powered document review software that helps litigation teams quickly analyze document productions and build more effective work product.,Fileread,"Fileread is designed for litigation teams to streamline document review, fact-finding, and case preparation across various data types. It integrates with Relativity to enhance the efficiency and accuracy of legal workflows.","Litigation, Disputes & Investigations",,Streamlining document review and case preparation for litigation teams.,Litigation Teams,Advanced,,Yes,Document Review Software,,,,,,Cloud (SaaS),,,,,,ISO 27001,"SOC 2, GDPR, HIPAA",,,,https://fileread.com/,,42.0,6.5
Mary Technology,Mary Technology provides AI-powered legal chronologies and fact management solutions designed to streamline document review for law firms.,Mary,"Mary automates the creation of legal chronologies, helping lawyers organize and manage facts efficiently. The platform reduces the time spent on manual tasks and enhances accuracy in legal documentation.","Litigation, Disputes & Investigations",,Eliminates the chaos of managing large volumes of legal documents and ensures accurate chronology creation.,Corporate legal,Advanced,Australia,Yes,AI-powered legal chronologies,,Usage-Based / Consumption,Yes,,,Cloud (SaaS),,,,,,ISO 27001,SOC 2,,,,https://www.marytechnology.com/,,46.5,40.129629629629626
Onit,Onit provides legal workflow software and business process automation solutions aimed at improving strategic decisions across enterprises.,AI Agent Studio,"AI Agent Studio is part of Onit's AI-native legal operations framework that streamlines end-to-end legal operations, managing workflows, contracts, vendors, and spend on a single platform. It aims to lower costs, increase productivity, and transform legal operations into a value driver for organizations.",Legal Operations & Analytics,,Streamlining legal operations and workflows while automating manual processes.,Corporate legal,Advanced,,Yes,AI-native,,Custom Pricing,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.onit.com/,,42.0,61.27777777777778
Jurisage,Jurisage provides AI technology that enhances legal practice by streamlining workflows and improving efficiency in legal research and drafting.,AI Insights by Jurisage,"AI Insights by Jurisage includes tools like the AI-powered TOA Builder, which automates the creation of Tables of Authorities, and the Drafting Board, which facilitates collaboration on legal documents. These tools aim to improve the quality and speed of legal work.",AI Legal Assistants & Productivity Tools,,"Eliminates the manual, time-consuming process of creating Tables of Authorities and enhances collaboration on legal documents.",Corporate legal,Quick Win,,Yes,,,Custom Pricing,,,,Cloud (SaaS),,,,,,,,,,,https://jurisage.com/,,33.0,1.9444444444444444
Persuit,"Persuit provides a platform for legal teams to select the right firm, team, and strategy while saving costs. It focuses on value-based engagement and performance transparency.",PERSUIT,PERSUIT is designed to help legal teams manage outside counsel selection and engagement effectively. It offers real-time insights on firm performance and pricing benchmarks to improve future engagements.,Legal Operations & Analytics,,Aligning legal costs with outcomes and ensuring cost predictability.,Corporate legal,Advanced,,No,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.persuit.com/,,26.0,73.22222222222223
ArrowLex,ArrowLex provides an AI platform specifically designed for attorneys who work with experts in litigation.,Arrow AI,"Arrow AI is an AI platform that helps attorneys generate deposition outlines, practice depositions, and create intelligent summaries of expert reports. It allows users to personalize the AI's intelligence by uploading relevant documents.","Litigation, Disputes & Investigations",,Streamlining the preparation and practice of depositions for attorneys.,Corporate legal,Early stage,,Yes,,,Custom Pricing,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.arrowlex.ai/,,26.5,0.0
ClearPeople,ClearPeople is a company that provides intelligent knowledge management solutions designed to enhance productivity and collaboration within organizations.,Atlas Client Portals and Extranet,"Atlas is an intelligent knowledge platform that organizes and surfaces high-value knowledge, providing productivity gains and unlocking enterprise readiness for AI. It offers a unified platform for knowledge, collaboration, and governance, specifically built for Microsoft 365.","Knowledge, Search & Precedent Management",,Information sprawl and knowledge management challenges within enterprises.,Knowledge Leaders & Teams,Advanced,,Yes,Enterprise AI,,Subscription (SaaS),,,,Cloud (SaaS),,,,,,,,,,,https://www.clearpeople.com/atlas-platform,,41.5,1.851851851851852
Consilio,"Consilio is a leader in document review and AI technology, providing solutions that enhance efficiency and control in legal data management.",Aurora,Aurora is an AI-powered legal insights platform that unifies legal data and enhances document review processes. It offers complete visibility and control over legal data while allowing organizations to leverage AI tools tailored to their specific needs.,"Compliance, Risk & Governance",,"Aurora addresses the challenges of fragmented legal data and platform lock-in, providing a unified solution that enhances visibility, reduces costs, and improves operational efficiency.",Corporate legal,Enterprise-grade,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.consilio.com/technology/aurora,,46.0,78.16666666666667
Upland Software,"BA Insight by Upland Software empowers legal teams with AI-ready search solutions, transforming legal knowledge and enhancing compliance.",BA Insight Legal Search Solution,"BA Insight's Legal Search and AI Enablement Platform is designed to support law firms in managing information and delivering insights faster. It connects legal systems and prepares knowledge for AI ingestion, ensuring secure access to essential data.","Knowledge, Search & Precedent Management",,Improving access to legal knowledge and enhancing compliance through efficient information management.,Corporate legal,Advanced,,Yes,AI Enablement Platform,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://uplandsoftware.com/bainsight/legal-search-solution/,,41.5,27.46296296296296
BRYTER,"BRYTER is the AI productivity suite for legal work, made actionable through rule-based workflows.",BEAMON AI,"BEAMON AI is the actionable AI productivity suite for lawyers that helps draft, research, and review faster while creating individual agents. It features AI and no-code workflows built for legal and compliance tasks.",Contracting & Document Automation,,Accelerates legal work through AI-driven workflows and automation.,Corporate legal,Advanced,,Yes,AI legal assistant,,,Yes,,,Hybrid,,,,,,,,,,,https://bryter.com/,,41.5,69.92592592592592
Bering Lab,Bering Lab is an AI company specializing in legal and patent translation.,BeringAI,BeringAI offers an AI-powered legal translation service that enhances productivity and accuracy in translating legal documents. It supports various file formats and provides context-aware translation models for improved quality.,Contracting & Document Automation,,Translating legal documents efficiently and accurately.,Corporate legal,Quick Win,,Yes,,,Usage-Based / Consumption,,,,Cloud (SaaS),,"Korean, Chinese, Spanish, Indonesian, and more.",,,,,,,,,https://beringlab.com/,,33.5,2.1481481481481484
12New.ai,12New.ai specializes in AI-agents for Negotiations and Procurement.,BestAgreement.ai,"BestAgreement.ai analyzes contracts before signing to uncover hidden risks, extracts key action items from signed contracts, and compares existing contracts with new ones to highlight differences. These features significantly reduce legal costs and enhance legal team efficiency.",Contracting & Document Automation,,Uncovering risks in contracts and enhancing efficiency in contract management.,Corporate legal,Quick Win,,Yes,,,Subscription (SaaS),,,,Cloud (SaaS),,,,,,,,,,,https://12new.ai/2024/08/16/bestagreement-ai/,,33.0,0.0
LitAgility,LitAgility provides innovative legal technology solutions designed to enhance efficiency and reduce risk in legal workflows.,BridgeIndex,"BridgeIndex is an AI-assisted solution that streamlines evidence identification, extraction, and charting for patent litigators. It allows users to rapidly analyze extracted evidence from vast datasets, significantly boosting productivity and mitigating the risk of missing critical information.","Litigation, Disputes & Investigations",,"The tool helps patent litigators efficiently identify and analyze evidence from large datasets, reducing the risk of overlooking crucial information.",Patent litigators,Advanced,,Yes,,,,,,,Cloud (SaaS),,,,,,,,,,,https://litagility.com/bridgeindex/,,40.5,0.0
LawDroid,"LawDroid provides impact-focused AI solutions for lawyers, courts, legal aid organizations, and ordinary Americans, aiming to make legal help affordable and accessible.",Builder by LawDroid,"Builder by LawDroid is designed to help users know their rights, prepare legal documents, and represent themselves confidently. It focuses on providing legal assistance to those who may not have access to traditional legal services.",Contracting & Document Automation,,Access to affordable legal help and document preparation.,Ordinary Americans,Quick Win,,Yes,,,,,,,Cloud (SaaS),,,,,,,,,,,https://lawdroid.ai/,,32.5,3.796296296296296
Element Standard,"Element Standard develops innovative solutions for litigation management, focusing on enhancing transparency and efficiency for legal teams.",CONTROLit,"CONTROLit™ is an intuitive litigation transparency platform designed to bridge the gap between case teams and clients. It provides seamless access to critical data and documents, ensuring proactive management and client trust.","Litigation, Disputes & Investigations",,Simplifies litigation management and enhances client communication and confidence.,Corporate legal,Advanced,,Yes,,,,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.elementstandard.com/controlit,,41.0,37.48148148148148
Coingeit,"Coingeit is the provider of CaseDocker, an AI-first legal technology platform designed to enhance legal productivity.",CaseDocker,"CaseDocker is an AI-powered legal technology platform that streamlines contract lifecycle management, legal case management, and compliance automation. It features CDGenie, which provides generative AI capabilities to improve legal operations and workflows.",Contracting & Document Automation,,Streamlining legal operations and enhancing productivity through automation and AI.,Small business legal teams,Quick Win,,Yes,Generative AI,,,,,,Cloud (SaaS),,,,,,ISO 27001,,,,,https://www.casedocker.com/landing,,33.5,0.0
Cloudficient,"Cloudficient provides solutions for eDiscovery and legal workflows, focusing on streamlining processes for legal teams.",CaseFusion,"CaseFusion is a unified platform designed for custodian discovery, legal hold, and forensic collection. It automates legal workflows to enhance compliance and reduce costs for legal teams.","Litigation, Disputes & Investigations",,Streamlines the eDiscovery process and reduces reliance on external vendors.,Corporate legal,Advanced,,Yes,AI-powered custodian intelligence,,Custom Pricing,Yes,,,Cloud (SaaS),,,,,,,,,,,https://www.cloudficient.com/products/casefusion,,42.0,1.9259259259259256
MINDSET Integrated Co,MINDSET Integrated Co specializes in customizable legal and medical case management software.,CaseReview,"CaseReview is a unique software platform designed for attorneys, legal teams, and experts to manage multiple facets of case files, including complex medical record review and interactive case indexing. It streamlines the file review process, enabling legal teams to focus on their responsibilities and achieve more successful case outcomes.","Matter, Workflow & Intake Management",,Efficient organization and review of legal case files.,Attorneys and legal teams,Quick Win,,No,,,Tiered / Plan-Based,Yes,,,Cloud (SaaS),,,,,,,,,,,https://mindsetintegrated.com/solutions/case-review/,,18.5,0.0
DISCO,DISCO provides legal technology solutions that leverage AI to enhance legal processes and improve efficiency for legal teams.,Cecilia AI,"Cecilia AI offers a suite of AI legal tools designed to help lawyers summarize, organize, and analyze documents quickly and efficiently. It integrates seamlessly into existing litigation workflows, ensuring data security and compliance.",AI Legal Assistants & Productivity Tools,,"Cecilia AI helps legal professionals reduce time spent on repetitive tasks such as document review and fact summarization, allowing them to focus on more complex legal work.",Corporate legal,Advanced,"United States, United Kingdom, Europe",Yes,Generative AI,,Custom Pricing,Yes,,,Cloud (SaaS),,,,,,,GDPR,,,,https://csdisco.com/offerings/cecilia,,46.0,72.94444444444444
Truth Systems,Truth Systems provides a programmatic governance and unified compliance agent designed to monitor and flag non-compliant AI usage in real time across all vendors.,Charter,Charter is an AI governance platform that empowers innovation leaders to manage AI risk while ensuring compliance. It transforms firm and client policies into intelligent guardrails to block non-compliant prompts and potential data leakages.,"Compliance, Risk & Governance",,The solution addresses the challenges of traditional compliance methods that slow down innovation and fail to enforce rules effectively.,Corporate legal,Enterprise-grade,,Yes,,,Custom Pricing,Yes,,,On-Premise,,,,,,ISO-27001,SOC-2,,,,https://www.truthsystems.ai/,,47.5,42.129629629629626
American Arbitration Association,"The American Arbitration Association (AAA) is a leading provider of arbitration and mediation services, offering a range of dispute resolution solutions.",Clause Builder AI,"Clause Builder AI is a tool that utilizes artificial intelligence to simplify the creation of customized arbitration and mediation clauses. It enhances efficiency, accuracy, and convenience in drafting enforceable agreements.",Contracting & Document Automation,,Simplifies the creation of customized arbitration and mediation clauses.,Corporate legal,Quick Win,,Yes,AI,,,,,,Cloud (SaaS),,,,,,,,,,,https://www.adr.org/clause-drafting/,,33.0,63.57407407407408
Clause9,ClauseBase is joining LawVu! Clause9 is the leading legal document automation platform.,Clause9,"Clause9 is the most powerful legal document automation platform on the market. It enables legal professionals to generate bespoke-quality documents in minutes, no repetitive editing, no generic templates.",Contracting & Document Automation,,Eliminates repetitive edits and generic templates in document creation.,Corporate legal,Advanced,,Yes,,,,,,,Cloud (SaaS),,27+ languages supported,,,,,,,,,https://www.clausebase.com/clause9/overview,,41.0,0.0
